rooms,distance,crime_rate,age,income,school_score,has_park,near_subway,city,house_price
2,15.771003152865045,0.5856893830897405,65,69.69816598930336,4.7227002695859435,0,0,Alpha,75.08403424180736
6,9.775489782236125,0.49311913317348705,106,57.78499968461084,5.313798346002164,1,1,Delta,100.91942215308723
6,9.724497960947707,0.6028462203040124,105,66.92088939579106,4.984435905971843,1,1,Beta,109.9549463962078
4,8.83509147264294,0.1789739240423327,118,45.938292482189226,5.443894787223735,1,1,Alpha,92.77373851724077
6,10.367847596073183,0.2722327594886268,20,38.195108841518234,8.23016432771155,0,1,Alpha,98.35158220635071
3,8.259140393647774,0.13127436421753336,98,50.45975579149093,5.132919216505353,0,1,Gamma,74.26963501585531
1,9.664871322507574,0.12861939041003273,60,77.37087978883687,5.388182610236392,1,0,Beta,79.15528425177934
2,5.661603565090954,0.5426236921256152,31,75.46356965533472,5.667622456577152,0,0,Alpha,90.83502391244525
1,8.505345181037926,0.20126195565515245,91,53.16057239220617,7.273649219802035,0,1,Beta,64.06740195717765
6,19.122225879799288,1.1826325834528695,23,78.06940616348822,6.524428021843331,0,0,Alpha,120.31873034579843
2,9.721623888152212,0.314902587501325,55,55.138720645707096,8.207275251817995,0,0,Gamma,75.52604108541
3,9.045357740912948,0.20510055884977035,63,82.69006330260918,6.004095321104146,0,0,Beta,98.11178022455596
2,12.129497116420211,0.486135018522125,67,67.25038038236538,5.194801221180696,1,1,Beta,81.53134970345607
6,12.832487286813848,0.8875924576362421,70,53.23114445937971,6.294199551124847,1,0,Delta,97.42167599611534
1,5.544924563311707,0.40320045879350386,12,71.93913378733714,7.048797561973377,0,0,Alpha,79.60934963312192
4,9.17136486878702,0.14510653205797777,105,48.38875969131182,5.6922487342371495,1,0,Delta,90.1853724113561
6,13.673103363739061,0.3762888099503194,23,45.97125111870479,7.383587761693709,1,1,Beta,108.97741774807999
4,11.079350516288422,0.6875359476207679,116,38.24166722205864,9.535888598430574,1,0,Beta,86.73222719980164
6,10.487816174007088,0.22403688636406455,115,63.87877063712247,6.176484179039401,0,1,Alpha,119.52292696019327
6,16.21607067443493,0.1893448781872882,109,59.2026143133948,7.050806459966734,1,1,Gamma,106.02890046715957
5,7.288908961441425,0.5542545322889721,36,58.84330108878941,8.880625237642354,1,1,Gamma,115.55265181093701
5,10.330983580430532,0.32758118689953625,41,53.8522180354594,6.079074459202082,1,1,Beta,103.90281025824022
4,7.9197653389797145,0.15543536986938694,93,81.56827018623332,5.798718065306518,1,1,Gamma,106.2363126759324
4,15.961232916304963,0.23982447893979164,70,53.64591066860092,5.452199506294127,0,0,Beta,87.26070245289299
5,2.192558402893871,0.19139852725610804,117,49.14881338818867,7.539397834186414,1,0,Alpha,99.95812710543284
3,7.319433218064962,0.35978854285080636,15,78.69168469103217,7.701134146467844,0,0,Delta,101.92911092330148
6,7.8833721358883295,0.32168280650594194,71,81.31925650454255,6.771544219659974,1,0,Beta,123.45274076042678
6,12.65415849268636,0.6006566688442774,62,65.08288174770047,7.037218244719917,1,1,Beta,119.44165684907114
3,12.425101904438108,0.4610720420298623,112,33.89958299791816,8.759937302125655,1,0,Beta,81.62519581815471
3,15.580777040954926,0.11787619544844578,9,51.00433514626685,8.189508274410743,1,1,Alpha,93.64150620529942
5,3.7038686306506987,0.38450223353222995,52,69.19354723828583,5.011675544814181,0,1,Alpha,110.24735494206007
6,13.001900036121919,0.5159008886568689,14,60.265852638071514,6.958704743296494,0,1,Alpha,114.17470194357435
1,8.826880542846775,0.3959479800842216,91,83.31113367183332,7.117838161459751,1,1,Beta,89.20292250441456
1,7.337499050967297,0.5587996910770159,15,39.496282060633604,7.97713441092093,1,0,Gamma,58.804279860856845
2,12.158274133490083,0.2165906319955277,116,70.17571462991646,6.654956665537943,1,1,Gamma,80.26032931138926
3,6.319441669057406,0.1702479974599434,36,50.59450110486171,6.062839152672069,1,1,Gamma,87.55308840148213
1,1.6923468187427098,0.526261003545249,53,79.84562127406572,6.323773211964663,0,0,Alpha,91.20619717244097
4,8.51912604430946,0.15893200608782931,37,58.87324555882878,4.474612654467447,0,1,Alpha,87.09284943135555
4,4.008916593432386,0.08243686761100674,41,75.45968699590883,6.9269843707764425,0,0,Beta,109.34770736327697
6,7.404336715717287,0.5572061313904866,84,50.287063708745336,6.126362567533912,0,1,Alpha,110.64317851471223
5,11.486219055004403,0.1950477350200405,44,38.85751782691571,7.613667419350046,1,1,Alpha,100.26397964663178
2,11.247998982456632,0.25066454179805425,10,43.34425371052974,5.522648019002076,1,0,Alpha,67.03540215753817
5,16.347597795914268,0.1301864521279848,18,50.89951436841411,6.347862193877401,0,1,Alpha,103.40722236555091
5,9.201381012226053,0.13597060555890003,14,44.62779539945863,5.587065241678246,1,1,Gamma,91.48428325161909
5,3.866673637808579,0.15047575483910633,118,78.00692002428269,5.463470493372361,1,1,Beta,122.95949785060283
5,6.975612573457287,0.2425882029965082,79,80.08365684302686,7.934238774218963,1,1,Gamma,130.9351385510735
2,6.322463101494913,0.37606226371817214,112,64.0956971888414,6.302504287479865,1,0,Delta,69.9888171991762
5,5.1286993661670035,0.07587358116199788,81,44.48707372253659,7.574217268453826,0,0,Alpha,101.81922354474138
1,11.741468780061764,0.47298287546845774,83,58.22443870255089,5.384366582221835,1,0,Delta,64.75696635863653
4,7.419070648139041,0.14819906166681446,85,49.7103688348827,7.0861174046092135,0,0,Gamma,89.67077429563759
6,2.090508733251969,0.15885124912096088,106,81.81111692736373,4.584535852724287,1,1,Beta,125.89133399702916
6,12.787691212476853,0.4523555618381997,86,64.7391527206229,6.27852907724143,0,1,Delta,106.09559842198297
2,9.554293725173173,0.2880041585592391,55,67.34154810209527,6.243303566353862,0,1,Beta,78.03575038655686
2,11.427349113410154,0.11980854462715822,79,54.00475321915276,7.7615263475857725,0,0,Alpha,78.75686930220925
4,10.422886178799931,0.9109708430578132,47,29.83017591872538,7.196799113953979,0,0,Alpha,79.9884244368601
3,12.526618936593499,0.17971680673028845,66,48.43298475350191,6.698969730317643,1,1,Alpha,82.81072514667099
5,10.152074988062143,0.3493746528057147,17,43.25051731808722,8.115534859805093,0,1,Gamma,92.49713463682845
2,14.944809933912847,0.3395731841065896,89,65.55382205202112,7.209977097769295,0,0,Beta,75.83067431665337
2,11.699931159908902,0.7024340909537474,4,61.448104136730684,7.694284249022198,0,0,Gamma,78.33494456389762
1,11.568270493553614,0.2291447678226669,10,47.975590528386455,8.013644211949451,1,0,Alpha,72.33223469432407
3,11.639467670730227,0.5514819391770915,30,54.1708665373453,6.8475472793453696,0,0,Alpha,83.35784344705705
2,4.17344902972512,0.1929867561548939,26,83.49715128283493,6.5291794665551555,0,0,Beta,97.7583127659166
2,9.34145699278512,0.5905371781327199,91,45.609854109572716,7.39703055483173,1,0,Gamma,64.65454446348615
6,8.962734041802008,0.1905595037111452,89,46.23068694556312,6.355700017306469,1,0,Beta,91.53992178763865
5,10.830186884641936,0.2423613561865293,28,56.57486571169332,7.480736019238488,1,0,Alpha,110.96153287999839
6,4.565223342814833,0.9394881519162286,23,49.5129460630659,8.487846508834723,0,1,Alpha,122.49796057772743
4,16.536459107571645,0.36428557686113355,42,53.568789653762174,8.132765223431079,1,1,Gamma,86.52278441644653
1,10.417554656626109,0.3216971781753928,64,67.97173055946224,6.403894377286499,1,0,Gamma,72.02771183807342
5,5.154729837397304,1.1563049869643591,85,85.98336217348579,5.140170831853965,1,0,Alpha,121.40041892299524
4,3.164452145684649,0.37411726213845603,31,33.30759139070916,6.85867553727044,1,1,Delta,90.84554295023261
6,8.874850825117324,0.1845781395366586,83,59.726334736108164,6.760753980106056,0,0,Alpha,115.86783606033876
3,9.641298348294137,0.46802985094724764,52,60.62157784448089,8.48228353410105,1,1,Alpha,104.90079614668093
2,7.126831656102441,0.14822727366796376,10,58.74101838641246,6.400744563479299,1,1,Beta,86.90470251134462
4,10.368455311695692,0.5927336861339841,100,57.1933356723895,6.643370951943708,0,0,Gamma,89.89966664343667
3,7.435296931041758,0.6210067397127843,39,54.89444316142311,7.96319751996942,1,1,Beta,95.50523244795613
4,12.206633006825195,0.21357323007280518,79,75.06289224629835,6.267782348093294,0,0,Gamma,96.34607701302679
3,7.101832726444465,0.2066474434358513,34,53.02293557966479,6.712236596775074,1,0,Delta,90.56345304675735
2,9.845999099580299,0.33484168445061807,53,58.0902610151389,9.33017841444327,0,1,Beta,88.82946517638231
1,13.915356693448555,0.30376317556190313,78,59.99829501103306,9.016652446837305,0,1,Alpha,81.54329956710701
6,20.286675531641173,0.16752669452446364,33,61.61243371082813,7.814343009898269,1,0,Beta,109.29811827111938
5,5.969427229477573,0.42352307489114605,10,57.43704334870617,7.309526463451066,1,1,Beta,117.1659915485069
3,8.141968919651603,0.08846702301057395,96,74.9886887414908,5.580085979736775,1,1,Alpha,96.91534191662262
2,6.640657208800262,0.23230231470716253,10,59.86981804459773,7.714404753345714,0,0,Alpha,88.34307275281697
4,13.137313287077099,0.23636818613720673,79,62.61091327904054,7.0151214922666085,1,0,Gamma,82.57714562749128
3,5.407602777129747,0.25564658109848776,72,59.22820269836498,7.24237800760132,1,1,Delta,87.25183420543432
4,8.062571817627655,0.3621612744722069,53,44.95463367844595,6.209477625943608,1,1,Delta,91.2736074372134
1,9.881594867049959,0.14416259912308405,20,47.55049145888746,6.917150656387905,0,0,Beta,62.85931935513477
2,6.085285842081023,0.42874585419768435,104,44.24989321412084,6.676447018922114,0,0,Beta,70.43240869444226
5,6.170699830763274,0.2703352538805617,47,62.889728698974835,7.374733164394683,0,1,Gamma,101.39539759386992
1,8.09750844751254,0.20389917100821847,83,49.297599077507,8.92909457597708,1,0,Delta,76.72232232518954
5,1.5982390386505596,0.13264277311991093,101,44.07918164562185,7.439030421580047,0,1,Beta,105.2665823382292
3,4.218087131706663,0.14810029541074587,117,63.57158847059255,4.617019283017292,1,0,Delta,86.02493495929339
1,8.347863648827303,0.3738857024183647,95,67.87547581541058,5.577956205324611,1,1,Gamma,78.55477454033412
5,10.592922545367996,0.16892347694842777,80,33.58786227498952,4.7205773940369244,1,1,Alpha,91.35167999761607
5,9.256960056185626,0.3130223199347131,116,85.34509237702713,5.825009850109169,0,0,Beta,121.13265843648509
5,2.904125220642422,0.569606090047231,108,60.484217012875234,7.714450117136854,1,1,Alpha,116.58762951276331
6,8.144854832960009,0.5596663755172024,4,58.42248977522902,7.49351143498491,0,1,Beta,108.59485303398365
5,13.193750562024706,0.7681564746585257,66,76.00162787436842,6.096275271787381,0,1,Beta,107.99848036617085
6,12.223462047965288,0.252138687884082,38,61.0471858069746,7.30553364248293,1,1,Gamma,121.9638503737536
1,9.685008553888663,0.15706595864653386,85,50.94211560258773,5.875536533835499,1,0,Alpha,71.22059774508348
6,6.450520499607187,0.5556122090744734,15,92.91861543638811,4.948300634371769,0,0,Beta,126.90595310277837
6,12.524865483808824,0.3626787982643582,101,43.884063094053516,4.9682974470036,1,0,Gamma,97.90303168669294
5,7.684284075160214,0.5911830324455764,116,58.53568688914188,5.732656820869432,0,0,Beta,98.62338441540629
5,5.323006390103926,0.3031988684131187,11,72.70792132927494,8.917462271910718,1,1,Beta,128.64633411712424
5,6.791255059352844,0.6171690007794668,90,43.955317784353454,5.059148478659182,1,0,Beta,84.88619664015839
6,15.793381167096612,0.5004900562946204,57,58.469580385667335,8.669337407157387,0,1,Beta,107.26943482363674
6,10.880720152806774,0.46294479838721253,118,65.79847364503642,8.7871636020619,0,1,Beta,121.31258519545557
4,14.636988212190818,0.40742994576128394,73,96.02470998462407,6.677339176313054,1,1,Delta,112.87189811159983
5,8.082654746762529,0.38236463167098605,114,46.608042291566136,6.862869718841763,0,0,Alpha,97.58765100279957
6,13.752597356740573,0.34639396801703953,7,59.28507557502057,6.074572899000098,1,1,Gamma,120.9922513797552
2,7.593983825527693,0.3449153493423522,72,69.88060695954609,6.896275292444734,1,1,Gamma,88.42003258424279
1,9.370290523868679,0.5455923233467247,94,61.2156803161493,7.850142399791797,1,0,Alpha,78.62616351262004
2,19.945401039822773,0.2215320943857529,7,41.95729069999149,6.942773893947244,1,0,Gamma,61.553426720986224
1,13.068594529198469,0.8533470822081888,86,66.12193453073426,8.322809652103299,0,1,Beta,72.41631458667649
3,7.99531849868923,0.2825935798294026,101,61.61324918177571,8.587226682318562,0,1,Beta,93.92476569944112
1,9.66072384389312,0.5440192302935306,112,66.6844680981898,7.409032185918955,1,0,Beta,69.91517104036146
2,11.304893683542579,0.2853197742831502,65,76.97199182654595,7.385991202336646,1,0,Gamma,80.02814170886681
2,14.841830358063618,0.2597593646094708,45,75.19794558996537,6.842746788434553,0,0,Beta,91.4544102743924
5,8.043467633319398,1.0195332162651107,101,66.11643564271995,7.412308186113524,0,0,Beta,104.79763681145023
2,3.034723661582083,0.2501719315936199,56,64.65879272361408,5.371369002343994,0,1,Alpha,93.48572604927901
6,8.88143274749477,0.13996959512954973,39,43.52292426911497,7.494638494069197,0,1,Alpha,109.45924529525254
2,10.061541828655026,0.19623363871258873,109,57.9852776373843,7.214737971230008,1,0,Gamma,79.18475391742315
6,10.43815187494096,0.24899143713995225,93,63.30482396035307,5.723096642029454,0,1,Delta,110.94439713847241
4,15.26676054473065,1.097588073149362,49,53.984771244853135,9.934372547593107,1,1,Alpha,103.69759030588953
2,11.266748313223713,0.340974890033189,6,61.46413085166641,5.569633518112935,1,0,Delta,70.72012224446365
1,13.251667886543938,0.527729224017297,100,47.62020122017607,5.713423964711278,0,1,Beta,64.95199490896238
2,5.59554522430079,0.1651402817067541,27,83.01489599682351,7.316198376584265,0,1,Gamma,93.97325529090678
4,13.471605953698191,0.3721586540889666,51,92.2811881057138,4.220352881916205,1,0,Alpha,112.10795499239508
1,18.384879326625136,0.4506280552392059,6,54.15680756767006,5.821060938302978,0,1,Gamma,73.18166816798593
1,13.091637161000712,0.8877866474648421,41,66.00537767848374,4.79651373716758,1,1,Beta,72.7802005975991
1,11.01422287976287,0.19834203899125336,108,56.48761076477919,5.576130348658692,1,0,Gamma,73.4540495217986
5,10.615952753630973,0.4326153329479071,33,78.94291576410862,6.740860468963365,0,0,Alpha,113.78372839979113
1,17.148568956104015,0.3611544203431623,9,66.52495336878232,7.372330856836482,0,0,Alpha,76.8231564686116
1,6.291274066436548,0.16315920675285814,26,61.16000261859892,8.46817168880724,0,0,Beta,79.14170386085563
3,9.5555905681838,0.2976985917658401,22,56.645054951864786,8.052006556081174,0,0,Alpha,92.59551647937937
2,11.840830371752855,0.257152767216165,52,61.89191021322652,8.580713431834322,1,0,Delta,77.84917758216501
4,12.976004431252797,0.0746295113445674,19,44.99444182192562,7.7475136837346685,0,0,Beta,83.04923819727799
6,8.250688377166457,0.4313659292252575,20,70.1329873724199,6.2706447166899295,1,0,Delta,118.35167181959615
6,11.229285578908941,0.4165061930767384,31,49.29007640074438,8.483456727847743,1,1,Alpha,107.87921514997113
4,8.888314074595511,0.23145706745847427,99,68.0232281878794,6.242541889341249,0,0,Gamma,91.69893053744813
4,10.481884531205118,0.13491137915995075,34,61.944527074775024,6.066270621533725,0,0,Alpha,100.16354373172064
5,9.471633838504417,0.7319292082632476,116,76.42414689371645,9.061693210575715,1,0,Alpha,116.9360250722076
3,5.433625288577802,0.353313177294672,90,59.745107584650185,8.02567381083362,1,1,Beta,92.9552232741604
4,9.915545659906213,0.5543388017834119,12,75.34606479249342,7.230661452218999,1,0,Beta,103.20594674507679
2,13.508606088247342,0.7020104970687108,45,46.164709023329095,7.975305388708192,0,0,Beta,70.00549875926453
4,6.131926833833303,0.22034868167200103,7,69.1416707501782,8.15212910228883,0,1,Beta,108.45232387812683
2,9.035633004900662,0.4903149788493834,22,56.63855214992409,5.018623253388929,1,1,Alpha,82.58378880126102
2,12.659120257828594,0.26062064192435047,1,62.913268540726826,6.79219562124937,0,1,Gamma,80.03125606069145
5,5.720539573011307,0.2901001168972256,44,61.076242957883025,5.274776037259767,1,1,Alpha,120.49711928717142
4,10.730553350032634,0.2861127342919454,111,74.04436682662181,7.094006910763856,0,0,Alpha,101.31166564772674
3,5.759480724186254,0.3009559533059227,117,29.705812475926916,5.984911906541849,0,1,Gamma,58.88485022487785
1,14.5385220033351,0.587649921361198,9,64.84622612668947,8.822639356553312,1,1,Gamma,79.93596348018369
2,19.25128552751945,0.3244241607058275,39,37.58252038781434,7.648015590173593,0,0,Gamma,58.84475884762135
5,18.089021136983057,0.27465496306884535,81,78.10225251832642,5.787619629129393,1,1,Delta,107.86042031007224
3,9.123277288907449,0.25514523704769887,90,30.408852081586353,6.896863220771581,0,1,Gamma,61.67172240474527
6,12.960796514962507,0.3696452524315069,37,44.94327324204133,5.228487853609393,0,1,Alpha,106.54613303767891
6,10.483990914000625,0.17606168929757718,59,34.8918125293995,6.979260874100337,1,1,Delta,98.02650359716868
6,10.408423584277138,0.22277453822207163,24,84.58854148631791,7.68757741528775,1,1,Beta,134.2549328438488
1,16.19102824375132,0.29189289303892596,64,40.6650221581661,7.290369222147351,1,0,Beta,51.194075926504055
1,4.723281695263384,0.2144863911122243,30,61.70871756110942,4.223183579402907,1,0,Alpha,78.45632127266745
4,14.221178389864459,0.2805268906520405,21,51.963110189464544,6.452967380455494,1,0,Beta,90.24411801578604
3,9.804096019377063,0.20878169013325742,83,33.00356393492926,7.633341989763572,0,1,Beta,81.1911694301551
6,15.634162482416569,1.00237748917319,19,54.94068007473603,7.349516981268175,0,1,Alpha,106.4319844597178
2,10.748933475597774,0.6686038440497578,3,69.94102876289269,8.542871717840102,0,1,Gamma,82.87322959840039
1,7.309312021895259,0.3945423859898685,56,57.235975211837705,5.123146309531878,0,1,Alpha,72.0896174818733
1,11.108561507005533,0.2916586664791048,103,74.11619990136944,7.653649758337627,0,0,Gamma,72.22197709573365
2,12.943868380118733,1.1212661049530674,44,54.57112849870685,6.010341312834113,0,0,Gamma,69.35860876486785
4,10.143054696444777,0.36559531459047606,68,60.102876911213365,7.193696056969509,0,1,Beta,92.22565018137517
1,11.952153106226392,0.2859016796481515,23,54.22801868970568,7.488099556148155,0,0,Alpha,69.57867056865427
5,7.913299297192069,0.36127198838398517,29,65.15352462650029,7.881510210191756,0,1,Beta,111.68655646831515
2,1.4644643966197073,0.3618830896258407,20,88.48367699927866,6.113188138070097,0,0,Beta,100.71377225699781
2,13.600094335093369,0.702008774245121,25,65.4336088457651,7.178994134762461,0,1,Gamma,77.93176154778574
4,12.796638944737156,0.2977864037278125,73,62.91661896120252,5.285545335699442,0,0,Gamma,84.4907450997531
6,10.592713538457334,1.0614064777680539,78,50.72378009347136,4.946225625601572,1,0,Beta,100.66527710678895
3,10.273642248841293,0.177424031008439,39,48.66779429153013,7.696991239543687,0,0,Gamma,77.64591157609097
5,14.145183077418949,0.45677247899069034,75,81.9610395239471,6.843757419526058,1,1,Alpha,120.75324019331734
2,8.171573098093758,0.16511780898776282,47,43.31642321806243,4.6544380462608235,1,1,Gamma,68.8228254201916
1,7.1738637385659265,0.896067596773218,38,46.30287229121102,5.730034491186789,0,1,Delta,48.41558451799688
5,9.245800522016056,0.24700683681212657,20,58.53823262482471,6.946017560199631,0,0,Delta,99.43786803761517
5,14.756388754206126,0.2908599023132672,40,53.605343517061975,9.095543164038357,1,1,Gamma,111.92848693164699
5,4.45154838294206,0.5244223770838021,38,89.34283578727107,8.381339138775923,1,0,Beta,132.16430576358218
6,14.767319970456034,0.6396746510738777,56,24.50652109891122,8.036032216471833,1,0,Delta,89.81302392537633
3,7.442988583177944,0.15456723459199076,100,65.42043189191537,4.420551323145898,1,1,Beta,94.07171893159592
2,5.597026001103912,0.24470658583396468,109,70.69065679654496,6.782722253035111,1,0,Alpha,89.7865238861545
4,15.040247344569275,0.13042538689248767,29,43.192596265325584,7.586423401405481,0,1,Beta,80.43192393628934
4,9.612439620815222,0.3270582762358608,65,50.33134309390351,7.469778949234855,1,1,Gamma,98.27748124427978
3,4.799062542460307,0.28342052758699515,15,66.4891494750409,7.5007453452620645,1,0,Gamma,103.4642424000729
4,8.565067763774266,0.24429948380996377,100,84.44269650079471,6.592179728492789,1,0,Gamma,112.83823461523971
2,13.724209723548148,0.19975237524045056,40,46.1922994082325,9.378503617353735,0,1,Alpha,80.99886542963024
4,14.768296770487092,0.23893974344651803,77,36.311666097154955,8.98451352850222,1,1,Delta,85.55848983075053
5,8.291605272315797,0.19246572304016207,108,74.58704369851503,6.787154007595571,0,1,Delta,109.93582903411513
1,11.6252830363891,0.41369640526480284,67,82.85614888000755,5.547197127451593,1,0,Beta,84.37776183542654
3,12.85633852957772,0.7479419045953806,109,54.974526129668334,9.792455601862999,0,1,Delta,83.83607390819333
4,7.421494025134578,0.09456815711471066,59,26.793198373676468,6.144920494211529,1,1,Alpha,85.56859185189435
1,11.420144300665774,0.2809494526484237,113,81.77796703704892,8.593134373965396,0,0,Beta,80.28767234475141
4,9.872488340977755,0.23435855162430771,81,57.02204416468574,9.590317587841927,1,1,Alpha,103.68478388582659
6,7.855902358107627,0.4047122950541453,75,76.85847415764115,5.59788188879061,1,0,Gamma,122.74469719420458
5,8.0314082584843,0.1701524957153764,59,59.34777199167572,7.324813548795813,0,1,Delta,102.22046018515427
5,10.268137927468844,0.2758600799770943,117,54.365301806539186,6.431674137308004,0,1,Delta,83.47558687066606
5,10.11941394783453,0.16141843513734494,87,53.22130969365375,7.638771275325966,0,1,Alpha,105.21328200147573
3,7.7380401867026505,0.45749867341215633,70,82.10167526897519,7.366565359272294,1,0,Gamma,92.03967430225323
2,8.29621956639936,0.3196798598193673,22,81.51676916997833,9.64118005262634,0,0,Beta,109.01117906328207
1,14.45334895336135,0.2733821244222303,100,27.932255718316213,7.74412655722665,0,1,Alpha,57.25995881176676
5,10.855308540707934,0.3761048783916625,39,45.95617528277556,6.905893505040885,1,0,Gamma,98.66259599799069
2,13.54037746635313,0.2597878395576509,11,86.65618242056976,8.493939371232432,1,0,Beta,97.53366636617342
6,14.807288927749681,0.11856516075029495,104,54.49059819043516,6.537450630738759,1,0,Alpha,102.61440596298102
3,12.355369038558194,0.4306060026109344,82,39.59289894543622,6.406758589844503,1,1,Beta,75.75048237960488
6,19.083545253529728,0.3580660194450549,48,60.066986059789954,10.0,0,0,Gamma,109.33045271507565
1,6.69878387294442,0.2745978099972134,64,58.37449804182468,5.768865644022144,0,1,Gamma,66.50707435936427
1,13.233638372329168,0.5438699943723511,101,58.53982447059493,6.233649020568423,0,0,Alpha,66.66127758862602
3,8.727424107875633,0.6256884783742721,34,52.80655675295645,6.979540627384728,1,1,Beta,92.61521399133207
1,17.423133053485113,0.15639513140602845,112,55.348845078910756,5.438553312991192,0,1,Alpha,66.10641709270962
3,16.801760485569698,0.18850219206095198,14,53.16138366673466,3.9656090128648027,0,1,Delta,66.90777241417234
4,2.183155271973037,0.76213700525131,69,65.00859969718014,8.395584417290479,1,1,Alpha,102.46951105016797
4,6.124535029952479,0.7056126262917771,86,47.8089019883127,5.819423135420629,1,1,Delta,87.80078430455542
2,12.657251643177368,0.1933920357220928,13,55.65533551874027,6.160297071964358,1,1,Beta,77.47880935055215
1,13.159468839537904,0.14831364400459968,34,57.83889156660115,6.396573846415353,1,0,Gamma,71.03604119423336
4,12.946256864637107,0.20545247597733635,91,79.58611359531182,5.543802587396228,1,1,Gamma,112.94636071284626
4,9.716538687306628,0.22338247456795457,73,65.6011670113524,5.414223754842041,0,0,Beta,102.69288126893498
6,11.820483298253908,0.11643297433562215,80,58.354495797829614,7.142826253228426,1,0,Beta,113.92074845975777
6,12.612085743145293,0.30687964369307646,80,68.04281955981894,10.0,1,0,Alpha,130.62665222043387
3,9.688514921850704,0.1397210497480511,35,66.09177430314081,7.94860539303296,1,0,Alpha,107.59249783773285
1,14.109207873446515,0.14569588778569084,4,76.31752284885587,7.963260264663227,1,0,Alpha,87.90432562058939
2,0.9620110035638163,0.5218703223179183,103,67.59769818649515,4.810140674778966,1,1,Alpha,92.43560511470118
6,12.535174078279969,0.19990489205010586,15,86.90866043326895,6.883851993813213,1,1,Gamma,135.09555734939633
3,5.863789550857096,0.2885512086105072,58,80.16925569499662,5.261037797643148,1,0,Beta,101.44933484685231
6,13.834711231877556,0.43931341704446436,104,59.38497886265454,7.998609897058266,0,1,Beta,108.56975450967295
4,9.0852623004352,0.49062972655692666,7,53.78235537191845,6.598339115978875,1,0,Beta,91.68792225493087
4,6.444850915663902,0.24605207529151712,86,73.23833630137355,6.971029884927082,0,1,Delta,103.48446450750694
1,11.495608626976974,0.30927342809092156,9,67.74943548583911,6.79363797683129,0,1,Gamma,73.32358762349872
4,6.354666008616933,0.1835545108705462,14,58.5814655109569,6.100600133964617,1,1,Alpha,108.5501404030109
3,6.3489284097784235,0.8593558499031165,28,37.84572702676102,4.787620499232096,1,1,Beta,75.13274138750188
6,3.7308225761876317,0.4448446720408805,43,32.514392364894015,7.728965979082025,1,1,Delta,109.65320854213692
1,9.893168980807546,0.15537031725383954,73,65.22387826042711,4.9813367532933475,1,0,Alpha,81.13009959707597
2,11.987294086763342,0.30192844743994157,43,71.56263398193035,5.264537201254328,1,0,Gamma,76.67224816264162
4,14.09210394452497,0.4621485108104577,98,72.05153223138143,6.500785060273352,1,0,Beta,105.08279167990429
5,9.433088552843955,0.40157802928422565,10,40.69242354804212,5.928934034121356,1,1,Gamma,92.82989983266712
5,14.191420833790584,0.90258001883557,12,75.56015763664753,7.283826828149996,1,1,Beta,122.29517305846498
4,10.071843900539207,0.6861846405921288,29,51.98764026647585,8.332066937341388,1,0,Gamma,96.53843764873767
3,9.626846076081781,0.2179294538634196,3,65.82632282660713,7.265833126367978,1,0,Beta,96.54647515368224
2,12.294251791431158,0.2855014131167853,31,66.25037062002497,7.193363476483212,0,0,Delta,81.59785263135755
3,14.233571104503028,0.1396068758697209,75,47.9627034664542,6.950060073272266,1,0,Beta,77.64427120941356
4,8.63426218216563,0.34982291479525096,81,51.13012426524752,8.118659243730184,0,0,Alpha,95.74505492469963
4,9.024953512176166,0.32976092252724487,49,28.904208851647276,4.33324603777109,0,1,Beta,75.91331173468538
2,9.356674381200643,1.5251453508822799,38,46.24889181381006,7.4314001529408555,0,0,Gamma,66.6899571236016
2,10.331076507967355,0.31935404347572127,53,32.96186911269385,5.611446086751576,0,1,Delta,60.18042547538515
5,6.398367161579399,0.0857815416093583,67,66.5603569720184,5.191323809105935,1,1,Beta,107.60970695232672
2,14.11202424026515,0.20124103866999427,98,60.92125374092454,6.924164368280815,0,1,Beta,81.13563151063525
2,8.398361472886666,0.3221975303961824,18,73.71078103608968,6.375182948226319,1,1,Beta,88.58755834907454
2,11.849773827111456,0.14176150501290743,110,65.34813346783977,7.733978438893293,0,0,Beta,84.56780836496077
6,6.698109711104301,0.179008030605305,46,50.478634220763354,8.458450668199013,0,1,Alpha,118.6892464474487
3,11.435215811235574,0.24186356690215657,116,65.19301598622529,3.6614796561250897,0,1,Beta,86.42072292429712
4,11.566372063001339,0.36975560473908103,37,54.14362329375173,6.816127499615319,1,1,Gamma,91.98796142899003
1,8.317274372810664,0.27274848557117215,93,69.13592535952158,9.659087272262212,1,0,Beta,100.52444265099588
3,18.083557731988567,0.17665802233717,56,64.73059448684113,8.132014600788644,1,1,Alpha,94.4499497982934
5,11.484159844967618,0.483167806934393,1,45.17140157358595,8.942345526086072,1,0,Alpha,104.61690159849213
5,17.10771569190954,0.21788617845671246,5,60.032986194947625,7.0599127545988845,0,0,Gamma,94.5105977238613
4,13.836555695592502,0.22322271006518055,18,60.830010701263106,4.90800238271131,0,0,Alpha,98.54106719850225
6,7.350900771775734,0.13162596788920355,71,55.38433571615396,5.342483318212219,1,0,Gamma,106.02139923231664
2,8.471252737368419,0.18794433603069183,70,73.42359863996725,7.913821011038812,1,0,Delta,94.47889400907607
